NameCity,Population,Violent,Murder,Robbery,Burglary,Arson,Years,Rape,Assault,PropertyCrime,Theft
Montebello,63538,146,3,67,718,48,2012,4,72,1775,622
Monterey,28508,153,1,27,274,8,2012,10,115,1016,704
Monterey Park,61270,75,4,42,249,2,2012,1,28,1022,551
Monte Sereno,3426,3,1,0,11,1,2012,1,1,35,22
Moorpark,35102,41,0,6,77,0,2012,6,29,330,228
Moraga,16401,6,0,0,30,1,2012,1,5,152,111
Moreno Valley,199673,706,5,331,2018,8,2012,25,345,6371,3456
Morgan Hill,38834,50,0,13,157,18,2012,11,26,695,464
Morro Bay,10423,21,0,4,44,2,2012,0,17,140,92
Mountain View,75933,155,0,34,178,7,2012,5,116,1419,1127
Mount Shasta,3396,5,0,0,18,0,2012,0,5,79,56
Murrieta,106839,70,1,21,408,15,2012,8,40,1715,1177
Napa,78589,216,2,39,349,8,2012,17,158,1643,1073
National City,59920,371,4,165,366,30,2012,18,184,1863,1090
Needles,4963,23,0,6,96,7,2012,6,11,213,90
Nevada City,3092,12,0,1,65,0,2012,2,9,172,90
Newark,43539,169,1,69,390,5,2012,14,85,1349,811
Newman,10402,25,0,6,41,0,2012,2,17,194,113
Newport Beach,87286,101,1,27,445,6,2012,11,62,2151,1611
Norco,27850,56,1,24,163,4,2012,5,26,580,344
Norwalk,107295,433,11,171,539,15,2012,13,238,2609,1537
Novato,52942,96,0,26,241,13,2012,5,65,956,624
Oakdale,21031,58,2,13,240,0,2012,10,33,934,596
Oakland,399487,7963,127,4338,6168,188,2012,271,3227,26342,13198
Oakley,36348,85,1,11,120,4,2012,7,66,477,257
Oceanside,171141,728,8,175,841,19,2012,48,497,4289,3003
Ojai,7607,13,0,1,24,1,2012,0,12,162,133
Ontario,167933,534,3,266,1058,30,2012,36,229,5056,3019
Orange,139692,135,4,54,500,26,2012,8,69,2833,2044
Orinda,18098,7,1,1,77,0,2012,0,5,216,132
Orland,7361,27,0,2,63,7,2012,0,25,210,110
Oroville,15707,107,1,45,326,8,2012,11,50,991,563
Oxnard,201797,603,9,304,848,40,2012,8,282,4071,2677
Pacifica,38041,42,1,9,148,3,2012,5,27,578,382
Pacific Grove,15437,27,0,7,97,1,2012,4,16,249,147
Palmdale,155294,812,6,224,1035,29,2012,37,545,3393,2068
Palm Desert,50021,104,0,49,727,5,2012,6,49,2322,1477
Palm Springs,45996,302,3,104,883,18,2012,18,177,2232,1112
Palo Alto,66019,53,0,26,327,12,2012,4,23,1409,1034
Palos Verdes Estates,13661,6,0,0,48,1,2012,1,5,136,80
Paradise,26492,66,0,6,241,0,2012,5,55,479,214
Paramount,54997,244,3,129,272,9,2012,7,105,1536,810
Parlier,14828,119,0,16,175,8,2012,7,96,431,147
Pasadena,139382,433,5,172,891,52,2012,21,235,3379,2238
Paso Robles,30344,91,1,6,152,5,2012,6,78,777,578
Patterson,20769,53,1,24,279,2,2012,1,27,734,314
Perris,70616,240,3,94,488,0,2012,6,137,2081,1118
Petaluma,58995,167,1,29,149,9,2012,25,112,822,622
Pico Rivera,63988,261,1,92,349,5,2012,6,162,1780,1063
Piedmont,10909,13,0,6,134,0,2012,0,7,333,151
Pinole,18864,91,0,39,161,3,2012,8,44,674,400
Pismo Beach,7798,36,0,7,79,3,2012,7,22,305,214
Pittsburg,64890,152,3,83,741,4,2012,6,60,2107,824
Placentia,51778,107,1,29,183,2,2012,4,73,906,627
Placerville,10479,55,0,8,65,3,2012,2,45,194,109
Pleasant Hill,34001,73,1,40,319,5,2012,3,29,1621,1183
Pleasanton,71875,49,1,18,165,5,2012,4,26,1279,995
Pomona,151511,1021,17,377,901,19,2012,63,564,5055,3044
Porterville,55533,200,3,63,595,1,2012,10,124,1807,1014
Port Hueneme,22142,65,0,11,107,2,2012,8,46,467,307
Poway,48968,94,0,27,137,3,2012,6,61,559,389
Rancho Cordova,66214,393,9,112,421,3,2012,28,244,2107,1364
Rancho Cucamonga,169276,321,4,112,1460,13,2012,16,189,4362,2427
Rancho Mirage,17778,23,0,4,282,2,2012,7,12,726,411
Rancho Palos Verdes,42335,35,0,6,167,4,2012,1,28,498,306
Rancho Santa Margarit,49038,27,0,10,69,1,2012,2,15,319,240
Red Bluff,14236,112,0,21,249,4,2012,8,83,811,531
Redding,90974,705,3,131,1088,5,2012,66,505,4380,2790
Redlands,70399,221,2,75,608,20,2012,15,129,2992,1984
Redondo Beach,67856,190,4,51,266,3,2012,6,129,1596,1223
Redwood City,78466,208,0,88,526,9,2012,13,107,1800,1121
Reedley,24747,173,0,15,199,2,2012,6,152,570,249
Rialto,101595,509,4,201,898,17,2012,17,287,3571,1798
Richmond,106357,1162,18,391,1537,24,2012,36,717,5018,1615
Ridgecrest,28273,108,2,16,234,12,2012,4,86,602,327
Rio Dell,3403,8,0,0,20,0,2012,1,7,95,73
Rio Vista,7485,39,0,1,41,2,2012,0,38,145,86
Ripon,14662,6,0,1,49,2,2012,1,4,297,229
Riverbank,23070,57,0,19,252,1,2012,5,33,761,389
Riverside,313532,1389,16,517,2247,65,2012,76,780,10818,7095
Rocklin,58865,49,0,16,243,9,2012,5,28,917,612
Rohnert Park,41716,192,1,21,112,10,2012,11,159,770,599
Rolling Hills,1891,0,0,0,9,0,2012,0,0,27,17
Rolling Hills Estates,8202,9,0,1,36,1,2012,0,8,129,90
Rosemead,54656,143,0,54,184,0,2012,4,85,913,511
Roseville,122896,293,2,84,519,13,2012,15,192,3288,2536
Ross,2465,2,0,1,13,0,2012,0,1,23,10
Sacramento,476557,3520,34,1211,4474,130,2012,125,2150,19967,12147
Salinas,154413,1027,21,488,1218,29,2012,41,477,4906,2606
San Anselmo,12584,13,0,2,55,3,2012,0,11,172,110
San Bernardino,214987,2022,47,803,2809,48,2012,56,1116,10510,4991
San Bruno,42002,85,0,29,128,0,2012,11,45,961,690
San Clemente,65089,75,0,24,175,3,2012,6,45,839,603
Sand City,343,7,1,2,2,0,2012,1,3,76,68
San Diego,1338477,5529,47,1517,5902,183,2012,304,3661,31700,19188
San Dimas,33923,51,0,14,141,3,2012,2,35,668,471
San Fernando,24039,77,3,25,70,1,2012,2,47,380,220
San Francisco,820363,5777,69,3484,5317,207,2012,108,2116,38898,28242
San Gabriel,40376,88,0,34,143,1,2012,3,51,550,346
Sanger,24827,269,3,30,260,3,2012,13,223,1041,646
San Jacinto,45637,137,3,51,421,3,2012,5,78,1479,863
San Jose,976459,3547,45,1208,5206,176,2012,280,2014,28463,14498
San Juan Capistrano,35449,59,0,13,102,8,2012,3,43,519,380
San Leandro,86869,437,2,271,699,14,2012,15,149,3585,2094
San Luis Obispo,45947,119,1,19,414,48,2012,20,79,1971,1476
San Marcos,85810,227,2,57,366,3,2012,11,157,1502,907
San Marino,13364,13,0,3,68,0,2012,0,10,183,111
San Mateo,99303,261,0,81,285,6,2012,13,167,1876,1448
San Pablo,29884,277,7,145,375,3,2012,7,118,1459,575
San Rafael,58854,191,0,84,360,19,2012,14,93,1785,1132
San Ramon,74013,45,0,13,146,10,2012,3,29,850,633
Santa Ana,332482,1334,11,541,1032,36,2012,55,727,7389,4779
Santa Barbara,89871,363,0,95,558,12,2012,53,215,3115,2424
Santa Clara,119360,221,0,61,584,17,2012,10,150,3306,2273
Santa Clarita,179248,342,1,96,616,18,2012,30,215,2742,1822
Santa Cruz,60902,433,3,83,527,21,2012,34,313,3585,2794
Santa Fe Springs,16492,99,2,42,207,1,2012,3,52,1272,855
Santa Maria,101207,690,0,145,712,9,2012,21,524,2430,1318
Santa Monica,91215,395,2,151,586,10,2012,23,219,3398,2634
Santa Paula,29899,91,1,28,103,3,2012,4,58,590,422
Santa Rosa,170862,636,2,126,725,22,2012,67,441,3818,2777
Santee,54700,154,2,30,183,0,2012,9,113,1109,794
Saratoga,30683,9,0,2,69,2,2012,1,6,231,155
Sausalito,7202,7,0,2,56,0,2012,0,5,254,189
Scotts Valley,11775,16,0,2,53,0,2012,4,10,325,261
Seal Beach,24764,17,0,5,135,1,2012,1,11,545,387
Seaside,33887,109,2,27,126,5,2012,4,76,499,335
Sebastopol,7512,8,0,2,40,2,2012,0,6,170,122
Selma,23753,208,2,45,312,4,2012,14,147,1218,606
Shafter,17391,49,0,13,193,12,2012,5,31,576,296
Sierra Madre,11098,4,0,1,30,0,2012,0,3,112,76
Signal Hill,11198,43,1,15,87,2,2012,3,24,536,362
Simi Valley,126686,141,3,36,398,13,2012,7,95,1916,1394
Solana Beach,13181,24,0,5,79,0,2012,0,19,313,210
Soledad,26253,80,5,23,129,4,2012,3,49,284,116
Solvang,5332,5,0,2,15,0,2012,0,3,63,46
Sonoma,10841,27,0,3,51,1,2012,0,24,193,142
Sonora,4911,20,0,5,82,5,2012,3,12,311,224
South El Monte,20452,88,2,38,104,3,2012,3,45,399,184
South Gate,95966,553,9,265,410,10,2012,15,264,2545,1217
South Lake Tahoe,21586,148,0,27,152,0,2012,10,111,544,360
South Pasadena,26045,27,0,13,118,6,2012,6,8,443,277
South San Francisco,65006,111,0,29,351,23,2012,12,70,1321,782
Stallion Springs,2540,6,0,0,3,0,2012,0,6,9,5
Stanton,39124,104,1,46,121,5,2012,3,54,630,381
St. Helena,5939,3,0,0,34,0,2012,1,2,86,50
Stockton,299105,4630,71,1556,4416,68,2012,90,2913,15258,8339
Suisun City,28593,57,2,18,116,6,2012,6,31,558,372
Sunnyvale,143606,170,3,71,524,22,2012,14,82,2555,1696
Susanville,17849,96,1,9,104,4,2012,5,81,320,203
Sutter Creek,2513,7,0,0,23,0,2012,1,6,62,34
Taft,9552,54,0,3,92,0,2012,1,50,365,244
Tehachapi,14766,59,1,9,210,0,2012,4,45,472,233
Temecula,103414,97,0,53,588,2,2012,10,34,2440,1640
Temple City,36148,38,0,16,116,4,2012,2,20,354,201
Thousand Oaks,129171,157,0,46,278,20,2012,23,88,1838,1470
Tiburon,9142,10,0,1,13,0,2012,1,8,95,79
Torrance,147851,190,4,92,529,5,2012,17,77,2690,1823
Tracy,85047,145,4,66,284,18,2012,8,67,2158,1587
Truckee,16304,22,0,2,61,1,2012,4,16,232,157
Tulare,60848,376,6,71,716,13,2012,10,289,2400,1352
Tulelake,1010,1,0,0,2,0,2012,0,1,5,3
Turlock,69730,445,2,97,624,35,2012,20,326,2486,1353
Tustin,77400,114,0,36,240,9,2012,11,67,1653,1282
Twentynine Palms,25612,81,0,11,196,14,2012,11,59,463,224
Twin Cities,21606,37,0,8,1,2,2012,3,26,NA,63
Ukiah,16172,108,0,15,171,4,2012,6,87,481,278
Union City,71089,235,0,103,430,6,2012,9,123,1808,1071
Upland,75531,148,0,67,633,6,2012,8,73,2328,1329
Vacaville,93951,246,3,73,319,11,2012,24,146,2031,1540
Vallejo,117912,878,14,380,2688,65,2012,44,440,5844,1681
Ventura,108511,310,1,140,778,15,2012,24,145,3885,2825
Vernon,114,27,1,16,26,0,2012,1,9,311,199
Victorville,118687,676,6,222,1837,25,2012,40,408,4465,1981
Villa Park,5956,2,0,0,22,0,2012,0,2,87,62
Visalia,127604,544,5,134,1227,10,2012,44,361,5531,3778
Vista,96087,465,1,144,438,5,2012,25,295,1885,1118
Walnut,29658,37,0,10,141,6,2012,2,25,382,209
Walnut Creek,65816,84,0,19,446,5,2012,3,62,2050,1463
Waterford,8604,31,0,4,59,1,2012,3,24,205,101
Watsonville,52064,252,2,87,265,9,2012,15,148,1585,1024
Weed,2970,18,1,5,38,0,2012,1,11,125,68
West Covina,107861,281,2,108,546,2,2012,11,160,3224,2135
West Hollywood,34971,338,0,134,331,9,2012,12,192,1642,1194
Westlake Village,8406,3,0,1,36,0,2012,1,1,154,106
Westminster,91908,284,2,88,466,7,2012,9,185,2875,2086
Westmorland,2282,2,0,1,7,0,2012,0,1,9,1
West Sacramento,49500,190,0,73,379,23,2012,26,91,1458,913
Wheatland,3509,2,0,0,6,2,2012,1,1,36,25
Whittier,86740,247,0,81,449,10,2012,10,156,2502,1758
Wildomar,33227,53,1,14,208,0,2012,2,36,707,392
Williams,5200,9,0,5,22,1,2012,1,3,76,39
Willits,4917,32,0,5,19,2,2012,0,27,71,42
Willows,6223,26,0,4,68,0,2012,1,21,234,149
Windsor,27293,67,0,2,59,1,2012,6,59,318,248
Winters,6726,6,0,0,27,0,2012,0,6,84,49
Woodlake,7466,48,1,4,60,4,2012,2,41,211,127
Woodland,56323,177,0,47,361,54,2012,10,120,1735,1172
Yorba Linda,65820,53,0,11,223,3,2012,3,39,787,532
Yountville,2984,7,0,1,16,1,2012,0,6,56,38
Yreka,7768,42,1,6,65,2,2012,7,28,293,220
Yuba City,65653,247,4,43,501,14,2012,22,178,1982,1297
Yucaipa,52622,119,0,35,271,11,2012,5,79,944,559
Yucca Valley,21204,90,0,19,190,6,2012,5,66,560,304
Adelanto,31165,198,2,52,381,17,2013,15,129,886,372
Agoura Hills,20762,19,0,10,109,7,2013,2,7,306,185
Alameda,76206,158,0,85,287,17,2013,10,63,1902,1285
Albany,19104,29,0,24,94,7,2013,1,4,557,388
Alhambra,84710,163,1,81,344,7,2013,9,72,1774,1196
Aliso Viejo,50005,25,0,4,71,3,2013,2,19,315,224
Alturas,2681,28,1,2,23,0,2013,4,21,71,46
American Canyon,20068,54,0,31,91,2,2013,4,19,510,387
Anaheim,345320,1130,11,437,1412,35,2013,82,600,9611,6518
Anderson,10098,63,0,9,147,5,2013,8,46,721,454
Antioch,106447,946,12,352,1351,57,2013,25,557,4440,1872
Apple Valley,71159,185,3,58,596,22,2013,12,112,1594,775
Arcadia,57855,77,0,37,376,3,2013,1,39,1518,1080
Arcata,17805,67,3,15,147,14,2013,7,42,841,634
Arroyo Grande,17634,31,0,4,137,0,2013,5,22,455,288
Artesia,16734,63,2,28,91,1,2013,0,33,323,177
Arvin,20390,153,2,16,323,15,2013,1,134,744,308
Atascadero,28938,97,1,24,119,7,2013,12,60,544,400
Atherton,7278,10,0,1,34,1,2013,1,8,115,78
Atwater,28906,182,1,22,361,5,2013,7,152,1323,804
Auburn,13779,49,0,13,86,7,2013,2,34,302,190
Avalon,3777,4,0,2,13,1,2013,0,2,88,57
Avenal,14712,62,0,6,63,2,2013,4,52,147,67
Azusa,47754,246,2,36,256,6,2013,4,204,1098,671
Bakersfield,361859,1857,24,708,4605,193,2013,43,1082,16814,9272
Baldwin Park,76745,220,5,74,280,8,2013,6,135,1370,727
Banning,30503,129,2,26,355,0,2013,9,92,808,323
Barstow,23144,229,3,45,329,11,2013,13,168,785,354
Bear Valley,5328,12,0,0,10,0,2013,1,11,111,101
Beaumont,40208,85,1,20,180,6,2013,8,56,1298,1015
Bell,35928,208,0,81,124,0,2013,10,117,535,334
Bellflower,77594,279,1,105,427,13,2013,9,164,1882,968
Bell Gardens,42980,120,1,56,141,2,2013,3,60,763,351
Belmont,26697,27,1,4,129,1,2013,5,17,437,269
Belvedere,2120,0,0,0,5,0,2013,0,0,26,20
Benicia,27558,30,0,8,134,8,2013,4,18,383,199
Berkeley,116217,562,4,410,1055,16,2013,26,122,5377,3658
Beverly Hills,34780,77,0,29,239,4,2013,5,43,1179,899
Big Bear Lake,5144,56,0,5,77,1,2013,5,46,215,126
Biggs,1711,16,0,0,11,0,2013,0,16,34,18
Bishop,3861,28,0,4,24,0,2013,0,24,108,80
Blythe,20629,65,1,20,223,25,2013,4,40,693,435
Bradbury,1080,1,0,0,5,0,2013,0,1,16,9
Brawley,25753,61,0,7,301,36,2013,5,49,1211,854
Brea,40600,64,2,22,205,3,2013,4,36,1210,939
Brentwood,54301,89,0,20,253,5,2013,11,58,1214,848
Brisbane,4429,5,0,1,19,1,2013,0,4,98,73
Broadmoor,4301,14,0,2,20,0,2013,3,9,55,29
Buellton,4927,7,0,1,15,0,2013,3,3,62,46
Buena Park,82632,221,2,80,361,2,2013,13,126,2165,1435
Burbank,104727,171,0,51,285,6,2013,13,107,2430,1926
Burlingame,29936,37,0,12,148,5,2013,2,23,665,472
Calabasas,24114,20,0,6,84,7,2013,3,11,313,222
Calexico,39527,92,0,27,362,3,2013,0,65,1474,837
California City,13339,87,0,9,425,0,2013,4,74,683,239
Calimesa,8118,14,0,5,44,0,2013,0,9,165,106
Calistoga,5223,9,0,1,27,0,2013,1,7,75,45
Camarillo,66173,73,0,25,205,9,2013,6,42,1130,849
Campbell,40549,106,2,24,341,11,2013,12,68,1563,1016
Canyon Lake,10944,3,0,0,34,0,2013,0,3,157,109
Capitola,10038,38,1,4,41,2,2013,3,30,600,532
Carlsbad,110505,221,1,44,525,10,2013,23,153,2085,1436
Carmel,3833,9,0,2,32,0,2013,2,5,105,70
Carpinteria,13287,21,0,4,50,0,2013,3,14,261,191
Carson,93415,400,3,148,514,9,2013,15,234,2251,1248
Cathedral City,53064,149,4,44,399,1,2013,9,92,1118,417
Central Marin,34105,41,0,12,276,1,2013,5,24,695,358
Ceres,45876,133,1,41,355,14,2013,9,82,1720,1026
Cerritos,49816,82,0,42,374,6,2013,4,36,1802,1210
Chico,88226,299,2,95,622,37,2013,41,161,2572,1568
Chino,80704,258,4,47,518,4,2013,7,200,2044,1249
Chino Hills,76943,63,0,11,315,4,2013,5,47,1017,615
Chowchilla,17696,81,0,7,196,7,2013,3,71,452,213
Chula Vista,255073,595,2,248,971,35,2013,29,316,5284,3532
Citrus Heights,85337,320,7,76,483,14,2013,19,218,2653,1825
City of Angels,3729,9,0,1,28,0,2013,1,7,57,26
Claremont,35623,37,0,23,280,5,2013,2,12,894,546
Clayton,11439,2,0,2,37,0,2013,0,0,101,54
Clearlake,14951,125,2,21,309,13,2013,13,89,690,292
Cloverdale,8718,5,0,0,44,1,2013,0,5,158,102
Clovis,99483,181,0,47,879,12,2013,23,111,3404,2220
Coachella,43330,118,2,56,358,5,2013,2,58,1372,634
Coalinga,16398,131,0,6,169,12,2013,7,118,485,282
Colma,1481,5,0,1,13,1,2013,1,3,273,238
Colton,53403,161,2,69,532,1,2013,6,84,1936,1018
Colusa,5957,10,0,2,47,0,2013,4,4,138,71
Commerce,12995,83,1,39,101,6,2013,2,41,893,515
Compton,97907,1242,36,360,579,39,2013,26,820,2538,1160
Concord,125464,407,1,159,825,9,2013,12,235,4357,2764
Corcoran,23290,71,0,10,103,2,2013,2,59,364,215
Corning,7631,47,0,4,89,2,2013,0,43,300,173
Corona,160159,162,9,65,644,9,2013,14,74,3439,2305
Coronado,23183,11,0,4,57,4,2013,2,5,555,470
Costa Mesa,112538,252,1,94,512,13,2013,46,111,3556,2748
Cotati,7388,35,0,6,31,0,2013,0,29,79,41
Covina,48524,138,0,52,369,9,2013,9,77,1344,818
Crescent City,7333,94,0,13,61,0,2013,7,74,202,125
Cudahy,24091,111,0,38,64,1,2013,4,69,320,174
Culver City,39452,161,0,88,174,1,2013,7,66,1616,1327
Cupertino,60440,41,0,23,179,15,2013,3,15,812,584
Cypress,49067,50,0,17,148,6,2013,4,29,934,689
Daly City,104536,223,0,90,352,26,2013,15,118,1833,1190
Dana Point,34262,70,0,10,133,0,2013,9,51,586,429
Danville,43411,17,0,2,94,2,2013,3,12,413,291
Davis,66126,103,3,20,723,10,2013,31,49,1777,967
Delano,52210,309,6,81,713,51,2013,4,218,1949,793
Del Mar,4290,16,0,3,34,0,2013,1,12,179,134
Del Rey Oaks,1673,5,0,3,10,0,2013,0,2,39,29
Desert Hot Springs,27936,277,2,63,487,3,2013,3,209,1103,475
Diamond Bar,56619,62,0,25,344,1,2013,3,34,886,476
Dinuba,23440,214,0,20,333,5,2013,6,188,871,446
Dixon,18743,35,0,1,103,1,2013,4,30,411,263
Dorris,910,1,0,0,3,0,2013,0,1,17,11
Dos Palos,5071,89,1,2,56,0,2013,31,55,210,100
Downey,113222,326,7,171,573,9,2013,12,136,3292,1873
Duarte,21759,41,1,19,97,0,2013,1,20,366,214
Dublin,49789,70,0,15,168,5,2013,1,54,739,494
Dunsmuir,1589,4,0,1,9,0,2013,0,3,34,24
East Palo Alto,29086,347,8,80,236,0,2013,11,248,597,231
Eastvale,54882,63,1,18,203,1,2013,9,35,1005,667
El Cajon,102012,386,2,143,493,17,2013,29,212,2730,1775
El Centro,43249,144,1,54,416,3,2013,7,82,2039,1499
El Cerrito,24184,92,0,63,280,1,2013,0,29,1120,717
Elk Grove,160925,469,0,99,544,11,2013,6,364,2963,2229
El Monte,115591,340,3,155,568,11,2013,14,168,2182,1038
El Segundo,16911,37,0,19,143,6,2013,0,18,538,343
Emeryville,10415,132,0,70,135,2,2013,2,60,1651,1362
Encinitas,61433,127,1,21,258,1,2013,9,96,1081,752
Escalon,7304,10,0,0,58,2,2013,1,9,191,114
Escondido,148650,596,6,201,717,12,2013,39,350,3965,2476
Etna,721,1,0,0,0,1,2013,0,1,3,3
Eureka,26881,192,2,73,399,25,2013,17,100,2087,1506
Exeter,10506,20,1,4,72,2,2013,3,12,249,158
Fairfax,7563,13,0,1,30,1,2013,3,9,104,68
Fairfield,108425,498,3,165,735,20,2013,13,317,3534,2170
Farmersville,10786,47,0,15,104,2,2013,1,31,258,119
Ferndale,1364,4,0,0,10,0,2013,0,4,26,15
Fillmore,15206,26,0,4,26,7,2013,1,21,152,106
Firebaugh,8062,70,0,3,18,3,2013,6,61,49,28
Folsom,73782,98,0,35,240,10,2013,7,56,1336,1024
Fontana,203427,725,10,202,872,9,2013,33,480,4088,2217
Fort Bragg,7245,53,0,2,94,4,2013,1,50,391,282
Fort Jones,823,1,0,0,5,0,2013,0,1,9,4
Fortuna,11803,41,0,4,85,2,2013,2,35,429,321
Foster City,32652,15,0,3,69,4,2013,2,10,305,216
Fountain Valley,56805,92,0,20,262,5,2013,9,63,1170,835
Fowler,6038,37,0,2,29,2,2013,3,32,166,96
Fremont,224475,273,1,136,944,21,2013,25,111,4097,2484
Fresno,508876,2552,40,903,5223,184,2013,53,1556,22584,13304
Fullerton,139676,372,0,107,627,27,2013,29,236,3859,2873
Galt,24553,63,2,15,190,4,2013,7,39,517,263
Gardena,59703,245,0,144,298,7,2013,16,85,1331,726
Garden Grove,175469,455,5,137,637,29,2013,16,297,3397,2221
Gilroy,51240,180,3,51,222,10,2013,15,111,1740,1283
Glendale,195366,181,1,75,563,5,2013,8,97,3198,2384
Glendora,50893,65,2,30,173,6,2013,7,26,1340,1096
Goleta,30401,43,0,9,137,1,2013,7,27,451,301
Gonzales,8428,24,0,7,35,2,2013,2,15,109,55
Grand Terrace,12364,38,0,16,77,2,2013,1,21,279,143
Grass Valley,12792,115,0,10,131,5,2013,2,103,751,551
Greenfield,16922,89,1,31,62,3,2013,1,56,259,141
Gridley,6563,72,1,1,53,6,2013,4,66,191,115
Grover Beach,13398,39,0,7,94,1,2013,7,25,303,174
Guadalupe,7205,10,0,1,12,0,2013,1,8,52,29
Gustine,5655,39,0,5,50,8,2013,2,32,125,55
Hanford,54425,299,2,63,345,11,2013,10,224,1939,1401
Hawaiian Gardens,14437,56,1,21,47,1,2013,2,32,205,106
Hawthorne,86132,580,6,299,523,6,2013,32,243,2242,1333
Hayward,150955,589,5,333,1051,21,2013,33,218,4844,2122
Healdsburg,11483,25,0,2,47,0,2013,3,20,236,181
Hemet,81698,447,4,173,1110,1,2013,24,246,3963,2294
Hercules,24831,22,0,6,83,0,2013,2,14,274,143
Hermosa Beach,19858,27,0,6,119,0,2013,4,17,549,395
Hesperia,92621,371,1,83,869,15,2013,17,270,2330,1052
Hidden Hills,1905,2,0,2,6,0,2013,0,0,7,1
Highland,54462,191,3,56,480,9,2013,8,124,1362,527
Hillsborough,11245,0,0,0,32,0,2013,0,0,57,23
Hollister,36414,195,4,26,185,7,2013,14,151,570,312
Holtville,6022,12,0,1,26,0,2013,2,9,102,67
Hughson,6898,7,0,1,50,1,2013,0,6,147,77
Huntington Beach,195842,362,2,100,793,25,2013,31,229,4934,3796
Huntington Park,58852,359,1,197,220,5,2013,6,155,1812,1003
Huron,6812,71,1,16,96,2,2013,2,52,271,134
Imperial,15943,7,0,1,18,0,2013,0,6,86,53
Imperial Beach,26998,133,1,25,125,3,2013,6,101,454,228
Indian Wells,5174,7,0,2,48,0,2013,0,5,172,116
Indio,80243,468,1,120,792,9,2013,34,313,2699,1335
Industry,223,51,0,18,110,1,2013,4,29,1041,705
Inglewood,111672,739,14,326,637,23,2013,29,370,2718,1441
Ione,7160,6,0,1,28,1,2013,0,5,101,65
Irvine,235830,113,2,38,583,10,2013,12,61,3285,2553
Irwindale,1440,20,0,4,40,3,2013,1,15,229,145
Isleton,817,9,0,3,23,0,2013,0,6,46,23
Jackson,4549,23,0,2,60,5,2013,2,19,179,112
Jurupa Valley,98090,267,3,75,570,2,2013,12,177,3065,1732
Kensington,5230,5,0,0,36,2,2013,0,5,85,35
Kerman,14543,45,0,9,120,1,2013,2,34,436,233
King City,13260,68,5,20,84,2,2013,0,43,201,93
Kingsburg,11651,23,0,2,111,2,2013,3,18,327,162
La Canada Flintridge,20572,12,0,3,96,1,2013,0,9,303,196
Lafayette,24829,21,0,6,110,0,2013,0,15,413,275
Laguna Beach,23313,41,0,5,87,5,2013,3,33,469,356
Laguna Hills,31134,53,0,12,75,1,2013,3,38,508,390
Laguna Niguel,64894,57,0,13,95,1,2013,4,40,624,500
Laguna Woods,16584,5,0,1,22,2,2013,2,2,132,100
La Habra,61740,88,0,33,185,0,2013,8,47,1155,856
La Habra Heights,5437,3,0,0,33,0,2013,1,2,55,20
Lake Elsinore,56232,103,3,32,418,1,2013,2,66,1494,858
Lake Forest,79336,105,2,23,150,1,2013,12,68,813,620
Lakeport,4674,14,0,1,60,0,2013,2,11,272,192
Lake Shastina,2482,2,0,0,4,0,2013,0,2,10,4
Lakewood,81086,225,2,110,419,9,2013,11,102,2062,1356
La Mesa,58482,181,1,64,354,3,2013,7,109,1968,1381
La Mirada,49150,72,1,14,207,3,2013,9,48,841,520
Lancaster,159792,832,9,261,1062,49,2013,40,522,3495,2030
La Palma,15950,10,0,8,80,3,2013,0,2,326,221
La Puente,40415,143,3,48,149,5,2013,12,80,493,219
La Quinta,39150,68,0,26,402,4,2013,5,37,1494,1002
La Verne,31439,37,0,21,158,1,2013,1,15,753,548
Lawndale,33234,162,1,51,151,4,2013,9,101,419,172
Lemon Grove,26156,145,1,45,120,2,2013,8,91,509,279
Lemoore,24802,111,0,28,112,5,2013,6,77,608,408
Lincoln,44831,25,0,7,183,7,2013,6,12,553,326
Lindsay,13208,40,0,12,99,2,2013,1,27,310,161
Livermore,84350,270,0,44,387,15,2013,12,214,1830,1275
Livingston,13683,33,2,2,39,1,2013,1,28,196,127
Lodi,63639,287,1,89,634,15,2013,11,186,2301,1302
Loma Linda,23701,61,0,10,166,3,2013,1,50,721,402
Lomita,20622,66,0,17,114,1,2013,2,47,414,231
Lompoc,43581,188,0,31,311,17,2013,17,140,1051,660
Long Beach,469665,2346,34,1118,3776,97,2013,103,1091,12999,6868
Los Alamitos,11735,24,0,11,108,0,2013,2,11,360,213
Los Altos,30225,23,0,13,79,4,2013,5,5,358,262
Los Altos Hills,8300,2,0,0,47,3,2013,1,1,83,35
Los Angeles,3878725,16524,251,7885,15728,1430,2013,764,7624,85844,55734
Los Banos,36965,109,1,31,257,4,2013,3,74,1060,696
Los Gatos,30351,25,0,5,132,5,2013,3,17,551,376
Lynwood,71077,436,2,189,325,12,2013,14,231,1528,649
Madera,62973,568,7,107,589,0,2013,28,426,1855,1010
Malibu,12891,28,0,11,81,1,2013,3,14,350,246
Mammoth Lakes,8258,18,0,5,33,1,2013,0,13,152,113
Manhattan Beach,35930,64,0,34,194,1,2013,5,25,853,623
Manteca,72261,212,0,79,489,22,2013,4,129,2699,1883
Marina,20426,50,0,13,234,4,2013,4,33,560,298
Martinez,36910,53,0,17,202,0,2013,3,33,824,441
Marysville,12168,87,0,17,135,6,2013,10,60,539,269
Maywood,27744,112,4,32,52,2,2013,4,72,320,132
