NameCity,Population,Violent,Murder,Robbery,Burglary,Arson,Years,Rape,Assault,PropertyCrime,Theft
Jackson,4398,34,0,4,82,0,2008,2,28,201,107
Kensington,5357,6,0,1,34,2,2008,0,5,126,72
Kerman,13092,27,0,5,85,1,2008,1,21,452,290
King City,11571,72,2,13,96,4,2008,5,52,300,181
Kingsburg,11336,22,1,2,96,3,2008,2,17,417,245
La Canada Flintridge,20817,22,0,7,156,5,2008,0,15,374,201
Lafayette,24865,23,0,12,127,2,2008,4,7,565,400
Laguna Beach,24035,79,0,6,154,2,2008,10,63,587,411
Laguna Hills,31861,41,0,13,100,10,2008,0,28,580,444
Laguna Niguel,64563,52,1,19,124,15,2008,1,31,621,464
Laguna Woods,18298,6,1,3,14,2,2008,0,2,121,98
La Habra,59202,177,0,58,308,1,2008,14,105,1310,869
La Habra Heights,5942,4,0,2,21,0,2008,0,2,62,39
Lake Elsinore,52138,167,2,42,433,3,2008,15,108,1719,1032
Lake Forest,75637,108,1,32,178,21,2008,7,68,921,680
Lakeport2,5167,19,0,3,NA,0,2008,4,12,NA,167
Lake Shastina,2377,0,0,0,5,4,2008,0,0,13,6
Lakewood,78894,371,2,225,313,7,2008,13,131,2076,1389
La Mesa,53893,239,0,122,305,10,2008,14,103,2042,1403
La Mirada,50170,137,0,37,230,5,2008,7,93,992,632
Lancaster,147017,1190,10,354,1562,63,2008,61,765,4532,2465
La Palma,15652,31,0,17,81,0,2008,1,13,261,161
La Puente,40907,274,3,117,163,5,2008,7,147,642,306
La Quinta,46306,202,2,31,526,7,2008,5,164,1563,913
La Verne,33298,58,0,20,181,5,2008,5,33,691,482
Lawndale,31541,221,3,113,135,5,2008,9,96,522,254
Lemon Grove,23937,153,0,58,208,8,2008,17,78,668,288
Lemoore,24207,63,2,12,132,11,2008,4,45,651,438
Lincoln,49608,55,0,12,171,6,2008,7,36,482,261
Lindsay,10680,65,3,3,61,0,2008,2,57,345,173
Livermore,80258,180,1,49,420,20,2008,18,112,1915,1360
Livingston,13548,84,0,13,184,0,2008,9,62,384,149
Lodi,62251,257,1,92,463,26,2008,10,154,2881,1958
Loma Linda,22024,43,0,12,135,6,2008,7,24,591,352
Lomita,20276,116,2,34,83,4,2008,4,76,379,232
Lompoc,40344,277,0,27,181,9,2008,18,232,807,577
Long Beach,467055,3158,40,1487,3080,130,2008,120,1511,12991,7039
Los Alamitos,11687,24,0,14,53,5,2008,1,9,290,190
Los Altos,27989,13,0,8,136,3,2008,2,3,370,224
Los Altos Hills,8396,1,0,0,33,1,2008,0,1,54,21
Los Angeles,3850920,26553,384,13422,19726,1967,2008,949,11798,100821,58472
Los Banos,36101,166,0,18,203,3,2008,7,141,840,532
Los Gatos,29233,32,1,9,108,19,2008,5,17,660,501
Lynwood,70381,660,9,234,441,22,2008,23,394,1762,457
Madera,57636,464,7,153,330,2,2008,24,280,1199,669
Malibu,13100,28,0,7,92,1,2008,1,20,326,212
Mammoth Lakes,7469,34,0,5,82,0,2008,3,26,301,208
Manhattan Beach,36866,52,0,29,144,3,2008,2,21,930,736
Manteca,65989,212,1,81,490,9,2008,15,115,2553,1749
Marina,17865,54,1,26,152,4,2008,5,22,531,342
Martinez,34985,105,3,32,262,0,2008,11,59,1331,881
Marysville,11766,110,0,20,187,3,2008,13,77,665,381
Maywood,28411,194,4,92,116,0,2008,5,93,545,215
Menlo Park,29862,57,1,31,180,2,2008,1,24,721,492
Merced,78598,612,11,153,720,56,2008,30,418,3453,2382
Millbrae,20681,35,1,19,123,3,2008,2,13,412,258
Mill Valley,13205,10,0,2,63,1,2008,0,8,203,128
Milpitas,67282,149,0,66,228,22,2008,10,73,2072,1592
Mission Viejo,94702,101,0,40,204,22,2008,3,58,1206,936
Modesto,205750,1439,18,429,2393,74,2008,65,927,10874,7014
Monrovia,37679,97,2,46,148,1,2008,6,43,1067,796
Montague,1451,11,0,2,9,1,2008,3,6,27,17
Montclair,36643,225,2,112,349,13,2008,13,98,2234,1569
Montebello,62318,213,5,110,527,43,2008,10,88,1896,837
Monterey,28326,165,0,38,184,4,2008,11,116,1032,796
Monterey Park,61664,114,2,78,309,1,2008,1,33,1242,698
Monte Sereno,3566,0,0,0,15,1,2008,0,0,40,24
Moorpark,36789,52,0,22,131,5,2008,5,25,560,410
Moraga,16956,6,0,1,45,2,2008,2,3,204,149
Moreno Valley,195649,1082,10,538,2192,13,2008,66,468,6264,3052
Morgan Hill,38051,81,0,21,165,25,2008,7,53,764,506
Morro Bay,10257,19,0,3,61,1,2008,2,14,190,122
Mountain View,70401,289,6,55,233,7,2008,7,221,1820,1444
Mount Shasta,3509,7,0,3,24,6,2008,0,4,86,59
Murrieta,105666,89,1,25,448,15,2008,12,51,1511,897
Napa,74420,249,1,46,368,9,2008,25,177,1907,1360
National City,59390,486,0,183,365,4,2008,25,278,2182,1024
Needles,5344,22,1,7,54,4,2008,0,14,205,129
Nevada City,2933,23,0,3,20,0,2008,1,19,88,63
Newark,41558,174,0,68,330,9,2008,13,93,1870,1340
Newman,10416,25,0,6,99,15,2008,2,17,328,190
Newport Beach,79821,151,0,44,454,12,2008,5,102,2197,1629
Norco,27254,58,0,23,197,2,2008,3,32,764,496
Norwalk,103612,520,6,209,493,16,2008,12,293,2460,1296
Novato,52662,119,1,22,244,11,2008,9,87,946,596
Oakdale,20611,43,1,18,336,3,2008,3,21,951,537
Oakland,401587,7905,115,3323,4488,299,2008,338,4129,21488,8915
Oakley,31036,77,0,25,183,4,2008,7,45,693,414
Oceanside,169502,808,5,193,836,37,2008,61,549,4172,2800
Ojai,7781,15,0,3,32,2,2008,1,11,172,133
Ontario,172543,882,5,379,1000,40,2008,63,435,5466,3279
Orange,134852,220,1,100,426,41,2008,8,111,3022,2207
Orinda,18350,6,0,4,92,1,2008,0,2,277,168
Orland,7215,29,1,7,82,4,2008,2,19,207,114
Oroville,14563,187,3,30,221,2,2008,17,137,963,632
Oxnard,186434,817,14,452,895,54,2008,21,330,4299,2876
Pacifica,37145,66,0,20,91,3,2008,4,42,742,588
Pacific Grove,14567,18,0,6,93,3,2008,2,10,357,250
Palmdale,144109,876,5,304,1033,44,2008,55,512,3932,2297
Palm Desert,51556,64,3,42,778,5,2008,9,10,2622,1695
Palm Springs,48558,364,2,134,795,27,2008,16,212,2672,1591
Palo Alto,58203,83,2,42,366,13,2008,5,34,1744,1307
Palos Verdes Estates,13665,2,0,0,65,1,2008,0,2,146,76
Paradise,26466,63,1,7,157,4,2008,13,42,729,517
Paramount,55636,396,5,189,379,16,2008,14,188,1956,848
Parlier,13443,132,2,18,131,17,2008,6,106,535,307
Pasadena,144545,621,3,260,858,18,2008,21,337,4182,2957
Paso Robles,29183,121,0,22,216,3,2008,19,80,835,559
Patterson,20338,55,0,20,185,4,2008,4,31,557,288
Perris,56285,257,3,121,638,6,2008,14,119,1917,894
Petaluma,54454,213,0,29,149,12,2008,20,164,902,698
Pico Rivera,63399,247,2,102,252,14,2008,14,129,1567,868
Piedmont,10417,4,0,4,52,0,2008,0,0,239,143
Pinole,18643,152,4,54,169,2,2008,6,88,816,496
Pismo Beach,8506,25,0,6,64,0,2008,2,17,353,274
Pittsburg,63227,204,3,130,439,8,2008,3,68,2354,1337
Placentia,50043,108,1,29,196,11,2008,4,74,839,553
Placerville,9929,62,0,8,88,3,2008,1,53,272,151
Pleasant Hill,32664,115,0,50,262,2,2008,4,61,1650,1222
Pleasanton,66829,75,0,22,186,4,2008,6,47,1488,1188
Pomona,153201,1158,20,463,1101,22,2008,37,638,4939,2663
Porterville,52308,283,1,63,389,4,2008,7,212,1880,1166
Port Hueneme,21497,82,2,23,87,14,2008,5,52,335,189
Poway,48772,95,0,20,211,1,2008,8,67,876,570
Rancho Cucamonga,176307,395,2,148,793,14,2008,17,228,3806,2572
Rancho Mirage,17220,14,1,9,245,2,2008,3,1,898,605
Rancho Palos Verdes,41410,40,0,13,145,0,2008,1,26,479,311
Rancho Santa Margarita,49936,26,0,6,96,6,2008,2,18,532,413
Red Bluff,14033,113,0,13,232,5,2008,10,90,687,414
Redding,90881,635,3,75,742,21,2008,86,471,3168,2175
Redlands,70730,253,1,111,540,11,2008,19,122,2771,1868
Redondo Beach,67469,186,0,78,282,6,2008,12,96,1564,1140
Redwood City,73369,250,1,75,343,9,2008,22,152,2122,1447
Reedley,23277,130,1,17,105,12,2008,10,102,638,414
Rialto,99485,558,11,230,660,11,2008,17,300,2233,824
Richmond,101680,1093,27,523,1222,38,2008,37,506,4961,1844
Ridgecrest,25539,122,1,13,155,13,2008,19,89,553,342
Rio Dell,3194,11,0,2,19,3,2008,3,6,63,39
Rio Vista,7980,42,0,3,56,1,2008,1,38,136,70
Ripon,14770,21,0,4,38,1,2008,0,17,405,336
Riverbank,21097,53,0,11,150,11,2008,2,40,642,379
Riverside,299384,1922,19,726,2208,125,2008,109,1068,11059,7230
Rocklin,53803,73,0,20,260,9,2008,13,40,1207,864
Rohnert Park,40431,215,0,19,142,10,2008,11,185,766,552
Rolling Hills,1920,0,0,0,8,0,2008,0,0,18,10
Rolling Hills Estates,7849,34,0,8,39,0,2008,2,24,162,120
Rosemead,54633,198,6,98,379,6,2008,8,86,1271,648
Roseville,112817,325,0,70,629,13,2008,25,230,4099,3089
Ross,2277,0,0,0,12,0,2008,0,0,32,18
Sacramento,467065,4660,49,1761,5216,210,2008,168,2682,22499,12373
Salinas,143520,1050,25,337,1415,40,2008,38,650,5299,2646
San Anselmo,11916,12,0,2,77,4,2008,1,9,281,199
San Bernardino,200617,2074,32,779,2215,78,2008,65,1198,9438,5073
San Bruno,39999,120,1,44,89,3,2008,0,75,930,708
San Carlos,26922,20,0,5,71,12,2008,3,12,477,369
San Clemente,62719,74,5,15,201,9,2008,3,51,796,540
Sand City,379,4,0,1,4,0,2008,0,3,123,118
San Diego,1271655,6047,55,2019,7743,190,2008,376,3597,40365,21945
San Dimas,35289,80,1,20,177,6,2008,6,53,775,528
San Fernando,23842,110,0,44,101,3,2008,7,59,466,232
San Francisco,798144,6744,98,4108,5401,235,2008,166,2372,36301,25142
San Gabriel,40691,152,1,80,191,3,2008,2,69,754,483
Sanger,26255,120,0,15,181,2,2008,9,96,733,460
San Jacinto,39358,161,0,49,455,2,2008,5,107,1509,796
San Jose,945197,3643,31,1124,3457,288,2008,220,2268,22298,13612
San Juan Capistrano,34713,62,0,16,107,12,2008,2,44,508,362
San Leandro,77474,513,1,356,652,13,2008,17,139,3894,2231
San Luis Obispo,43421,136,0,38,334,40,2008,32,66,1717,1328
San Marcos,81683,213,1,55,401,2,2008,8,149,1609,934
San Marino,12902,19,0,6,65,0,2008,0,13,239,166
San Mateo,91650,360,1,118,234,17,2008,28,213,2288,1766
San Pablo,30736,323,7,140,435,5,2008,13,163,1670,613
San Rafael,55589,202,2,78,297,15,2008,13,109,1573,1002
San Ramon,49457,54,1,15,184,9,2008,4,34,1000,751
Santa Ana,339674,1726,30,842,1097,125,2008,66,788,6980,4348
Santa Barbara,85791,492,2,117,488,32,2008,26,347,2512,1911
Santa Clara,110712,231,4,83,450,14,2008,20,124,3024,2172
Santa Clarita,171821,417,2,128,638,22,2008,19,268,3133,2034
Santa Cruz,55255,446,2,112,412,24,2008,19,313,2091,1534
Santa Fe Springs,17145,123,1,65,233,8,2008,7,50,1367,860
Santa Maria,86744,622,9,100,528,19,2008,57,456,2591,1573
Santa Monica,87572,536,4,218,557,5,2008,21,293,2904,2104
Santa Paula,28617,118,1,47,130,1,2008,10,60,769,577
Santa Rosa,154874,751,8,149,791,19,2008,49,545,3681,2520
Santee,53186,159,1,34,222,3,2008,12,112,1167,756
Saratoga,30346,13,0,2,93,7,2008,1,10,309,204
Sausalito,7139,12,0,0,51,0,2008,2,10,193,128
Scotts Valley,11129,10,0,4,53,3,2008,4,2,272,213
Seal Beach,24139,58,0,12,109,5,2008,3,43,472,317
Seaside,33659,186,1,43,167,3,2008,13,129,625,401
Sebastopol,7445,11,0,2,43,1,2008,0,9,184,129
Selma,23221,84,0,27,230,7,2008,6,51,1244,756
Shafter,15892,45,2,7,194,17,2008,4,32,518,251
Sierra Madre,10908,13,0,1,42,0,2008,0,12,133,84
Signal Hill,11134,59,1,22,86,4,2008,1,35,462,318
Simi Valley,121572,183,4,59,403,23,2008,13,107,1985,1437
Solana Beach,12756,45,0,9,117,2,2008,2,34,307,167
Soledad,28685,86,1,20,127,0,2008,3,62,312,156
Solvang,5134,11,0,1,32,0,2008,1,9,109,74
Sonoma,9929,37,0,6,57,4,2008,5,26,262,196
Sonora,4617,19,0,4,96,1,2008,3,12,592,487
South El Monte,21590,124,3,46,105,7,2008,4,71,536,245
South Gate,97179,598,4,344,477,26,2008,19,231,2774,1004
South Lake Tahoe,23341,154,1,31,260,2,2008,11,111,569,274
South Pasadena,24608,40,1,23,154,5,2008,7,9,503,271
South San Francisco,62027,152,2,61,392,17,2008,11,78,1639,996
Stallion Springs,1652,3,0,0,3,0,2008,0,3,8,5
Stanton,37557,167,2,78,185,12,2008,6,81,743,435
St. Helena,5808,3,0,0,26,1,2008,0,3,89,46
Stockton,293073,4322,24,1558,4353,59,2008,112,2628,17955,11102
Suisun City,27093,139,2,52,215,5,2008,9,76,958,611
Sunnyvale,131052,184,2,65,350,33,2008,17,100,2590,1894
Susanville,17791,87,1,9,77,0,2008,6,71,289,203
Sutter Creek,2791,16,0,0,26,0,2008,2,14,109,72
Taft,9108,40,0,4,95,0,2008,0,36,393,264
Temecula,98663,151,3,54,704,4,2008,15,79,2432,1482
Temple City,38627,66,0,21,206,6,2008,4,41,484,233
Thousand Oaks,124106,148,2,37,308,17,2008,16,93,1769,1367
Tiburon,8682,9,0,1,21,0,2008,3,5,130,107
Torrance,141819,306,2,175,509,19,2008,21,108,3071,2109
Tracy,82960,132,0,69,405,34,2008,4,59,2635,1944
Trinidad,312,2,0,0,5,0,2008,0,2,20,15
Truckee,16317,18,0,2,60,0,2008,0,16,241,164
Tulare,56624,408,3,83,561,33,2008,13,309,2612,1553
Tulelake,954,3,0,0,3,0,2008,0,3,9,6
Turlock,69738,458,6,129,653,56,2008,17,306,3177,1827
Tustin,71272,109,1,52,210,10,2008,11,45,1555,1193
Twentynine Palms,31397,107,0,17,175,6,2008,6,84,590,342
Twin Cities,20924,26,0,4,128,5,2008,2,20,520,337
Ukiah,14971,151,1,16,213,2,2008,22,112,479,237
Union City,70409,422,3,170,517,20,2008,25,224,2228,1340
Upland,72929,252,1,115,527,7,2008,13,123,2654,1802
Vacaville,92424,292,1,117,297,17,2008,29,145,2128,1585
Vallejo,115330,1100,13,435,2155,56,2008,34,618,5653,2112
Ventura,103483,397,2,156,669,11,2008,23,216,3288,2387
Vernon,90,54,0,36,43,10,2008,2,16,429,226
Victorville,114305,683,4,254,1384,34,2008,33,392,4188,2290
Villa Park,5969,5,0,3,31,0,2008,0,2,148,116
Visalia,121850,675,10,194,1238,17,2008,46,425,5719,3774
Vista,90919,513,1,154,757,12,2008,37,321,2528,1320
Walnut,31035,51,0,18,138,4,2008,1,32,456,261
Walnut Creek,63122,144,1,57,568,6,2008,3,83,2707,1952
Waterford,9193,31,1,5,77,3,2008,1,24,263,154
Watsonville,50211,353,3,81,290,14,2008,14,255,1872,1358
Weed,2977,26,0,5,40,0,2008,3,18,124,74
West Covina,106524,398,3,168,548,6,2008,15,212,3765,2522
West Hollywood,36130,327,1,158,270,5,2008,9,159,1478,1065
Westlake Village,8516,8,0,2,37,1,2008,0,6,147,107
Westminster,88730,238,1,98,509,12,2008,11,128,2634,1782
Westmorland,2199,6,0,1,11,0,2008,0,5,26,6
West Sacramento3,48715,175,2,75,333,27,2008,19,79,1371,810
Wheatland,3784,3,0,0,17,0,2008,1,2,53,30
Whittier,82727,307,3,105,425,7,2008,11,188,2188,1446
Williams,4985,10,1,1,32,3,2008,0,8,82,46
Willits,4915,23,1,2,25,2,2008,1,19,108,67
Willows,6298,25,0,3,60,0,2008,4,18,227,153
Windsor,25600,87,0,13,60,3,2008,11,63,250,173
Winters,7101,5,0,0,55,0,2008,1,4,193,130
Woodlake,7316,34,0,3,59,10,2008,2,29,214,120
Woodland,54210,183,0,63,487,20,2008,18,102,1955,1250
Yorba Linda,66272,46,4,13,141,3,2008,3,26,972,778
Yountville,3272,1,0,0,14,0,2008,1,0,45,26
Yreka,7358,44,0,4,49,3,2008,5,35,222,161
Yuba City,62595,231,4,65,383,13,2008,14,148,1999,1384
Yucaipa,51202,83,1,38,252,20,2008,9,35,938,549
Yucca Valley,20814,70,0,8,179,8,2008,4,58,651,373
Adelanto,30045,272,2,40,346,13,2009,8,222,797,324
Agoura Hills,22469,27,0,6,105,6,2009,2,19,308,192
Alameda,70372,199,4,87,325,12,2009,13,95,1955,1390
Albany,15950,45,0,36,112,17,2009,1,8,600,381
Alhambra,85956,248,0,133,360,4,2009,15,100,1874,1209
Aliso Viejo,41740,37,0,15,57,9,2009,4,18,438,367
Alturas,2778,2,0,0,11,1,2009,0,2,56,39
American Canyon,17259,59,0,31,107,2,2009,2,26,516,354
Anaheim,335970,1184,9,504,1457,37,2009,72,599,7993,5591
Anderson,10718,79,0,12,137,1,2009,11,56,507,343
Antioch,101243,897,5,315,824,40,2009,40,537,2653,1082
Apple Valley,72200,266,1,54,557,10,2009,20,191,1764,1003
Arcadia,56596,115,0,50,329,3,2009,5,60,1633,1172
Arcata,17093,50,0,10,126,2,2009,8,32,655,490
Arroyo Grande,17323,24,0,9,83,5,2009,4,11,368,269
Artesia,16226,49,0,20,73,3,2009,2,27,288,163
Arvin,15320,158,2,21,244,14,2009,1,134,639,306
Atascadero,28675,65,1,10,121,10,2009,11,43,532,380
Atherton,7430,21,0,4,42,0,2009,0,17,204,153
Atwater,26966,138,2,21,414,15,2009,8,107,1338,822
Auburn,13306,53,0,8,52,4,2009,4,41,284,191
Avalon,3098,26,0,2,21,2,2009,0,24,89,52
Avenal,17451,71,1,7,133,5,2009,4,59,224,79
Azusa,47078,245,1,78,281,2,2009,10,156,1222,751
Bakersfield,330897,2099,27,704,3888,127,2009,49,1319,15605,9341
Baldwin Park,77539,295,4,112,365,16,2009,9,170,1661,760
Banning,29568,161,0,29,232,0,2009,12,120,570,255
Barstow,24822,248,3,66,299,9,2009,16,163,903,423
Bear Valley,4618,3,0,0,12,0,2009,0,3,83,70
Beaumont,36800,85,0,15,190,1,2009,9,61,897,630
Bell,36651,186,1,89,115,0,2009,8,88,546,280
Bellflower,73038,558,3,243,406,13,2009,16,296,1843,825
Bell Gardens,44756,204,4,112,184,2,2009,6,82,829,320
Belmont,24742,20,1,5,56,5,2009,2,12,439,338
Belvedere,2052,0,0,0,7,0,2009,0,0,27,19
Benicia,26089,48,0,20,140,8,2009,5,23,417,230
Berkeley,101190,615,6,444,1079,21,2009,27,138,6467,4661
Beverly Hills,34506,81,0,45,295,4,2009,4,32,1230,895
Big Bear Lake,6210,41,0,2,150,3,2009,4,35,373,208
Biggs,1823,19,0,0,16,0,2009,0,19,39,18
Bishop,3393,20,0,1,19,0,2009,3,16,109,86
Blythe,21841,69,1,18,237,29,2009,1,49,630,366
Bradbury,1088,0,0,0,4,0,2009,0,0,10,6
Brawley,22810,66,0,21,388,8,2009,5,40,999,508
Brea,38637,68,1,40,161,4,2009,2,25,1394,1153
Brentwood,53494,119,1,46,193,15,2009,5,67,928,640
Brisbane,3686,16,0,2,22,0,2009,1,13,121,85
Broadmoor,4393,16,0,7,23,1,2009,0,9,78,41
Buellton,4346,15,0,2,8,0,2009,3,10,64,51
Buena Park,79525,247,2,127,441,20,2009,12,106,1982,1145
Burbank,103248,253,1,93,499,18,2009,22,137,2663,1829
Burlingame,27656,65,0,21,126,9,2009,5,39,757,555
Calabasas,22359,20,0,6,83,3,2009,1,13,291,193
Calexico,39820,63,0,23,385,7,2009,2,38,1380,580
California City,15492,60,1,13,166,0,2009,4,42,471,276
Calimesa,7497,24,0,9,48,2,2009,1,14,169,103
Calipatria,7623,13,0,0,15,0,2009,0,13,32,15
Calistoga,5178,12,1,1,25,1,2009,1,9,109,78
Camarillo,64011,80,0,28,167,6,2009,8,44,951,729
Campbell,38584,116,0,25,248,14,2009,13,78,1425,1038
Canyon Lake,11387,12,0,1,46,0,2009,0,11,132,70
Capitola,9565,107,0,4,71,7,2009,4,99,623,534
Carlsbad,98482,287,5,53,446,12,2009,26,203,1908,1327
Carmel,3864,14,0,3,36,0,2009,0,11,116,77
Carpinteria,13595,26,0,2,41,0,2009,3,21,189,144
Carson,92635,500,5,164,475,27,2009,14,317,2331,1389
Cathedral City,53236,203,3,62,430,6,2009,15,123,1221,596
Ceres,43669,145,2,53,376,14,2009,7,83,1768,1006
Cerritos,51299,81,2,50,254,6,2009,4,25,1762,1291
Chico,84724,310,3,124,685,34,2009,42,141,2352,1359
Chino,84626,169,1,69,543,21,2009,15,84,2122,1346
Chino Hills,74650,101,3,22,251,3,2009,2,74,1111,753
Chowchilla,19817,47,0,2,200,16,2009,1,44,389,157
Chula Vista,224841,747,4,335,912,27,2009,49,359,5263,3048
Citrus Heights,84333,415,0,128,702,17,2009,26,261,3627,2447
City of Angels,3804,16,0,0,37,0,2009,2,14,84,44
Claremont,35628,74,2,31,225,3,2009,7,34,802,538
Clayton,11333,7,1,2,27,1,2009,2,2,179,140
Clearlake,15261,78,2,21,166,4,2009,13,42,557,307
Cloverdale,8304,16,0,2,44,4,2009,1,13,177,125
Clovis,95229,141,1,54,705,10,2009,23,63,3289,2254
Coachella,41863,255,4,64,479,10,2009,9,178,1354,578
Coalinga,19308,105,0,8,136,19,2009,6,91,418,259
Colma,1452,11,0,7,8,0,2009,0,4,212,193
Colton,50803,222,5,94,437,11,2009,8,115,1702,988
Colusa,5946,13,0,3,63,0,2009,4,6,160,90
Commerce,13529,190,2,68,138,12,2009,2,118,1020,597
Compton,93872,1457,36,509,768,91,2009,36,876,3051,1355
Concord,121042,397,2,212,808,13,2009,19,164,3870,2202
Corcoran,25474,40,0,6,91,3,2009,2,32,286,157
Corning,7253,51,1,8,55,5,2009,2,40,279,202
Corona,152438,214,8,117,612,13,2009,12,77,3810,2632
Coronado,22482,28,0,4,65,4,2009,2,22,522,418
Costa Mesa,110150,304,1,114,516,14,2009,27,162,3321,2557
Cotati,7248,32,0,4,39,1,2009,2,26,157,104
Covina,46946,169,4,68,340,15,2009,12,85,1691,1160
Crescent City,7889,31,0,6,84,0,2009,5,20,302,199
Cudahy,24337,150,2,66,55,2,2009,4,78,500,276
Culver City,38545,186,1,125,225,1,2009,5,55,1398,1048
Cupertino,53760,37,1,11,191,14,2009,4,21,1045,799
Cypress,47181,89,1,35,102,8,2009,9,44,750,558
Daly City,101284,240,1,102,317,13,2009,18,119,1753,1126
Dana Point,35756,47,0,13,113,7,2009,3,31,672,516
Danville,41118,19,1,6,94,0,2009,3,9,572,442
Davis,62994,151,0,57,412,19,2009,23,71,1644,1126
Delano,54801,238,2,46,886,77,2009,3,187,1895,527
Del Mar,4453,20,0,5,38,1,2009,1,14,195,141
Del Rey Oaks,1516,2,0,1,10,0,2009,0,1,59,48
Desert Hot Springs,25577,326,8,85,549,20,2009,8,225,1511,594
Diamond Bar,57330,86,0,40,244,1,2009,4,42,894,564
Dinuba,20682,144,1,27,350,8,2009,10,106,923,436
Dixon,17562,58,0,15,59,5,2009,8,35,581,472
Dorris,825,4,0,0,5,0,2009,0,4,15,10
Dos Palos,5015,36,0,5,43,0,2009,1,30,109,57
Downey,107598,444,4,234,524,0,2009,18,188,3575,2105
Duarte,21873,80,1,21,133,3,2009,4,54,478,277
Dublin,46157,73,1,21,172,1,2009,6,45,822,593
Dunsmuir,1788,5,0,0,15,1,2009,1,4,64,46
East Palo Alto,34005,396,8,157,415,0,2009,17,214,915,298
El Cajon,92466,461,2,226,487,17,2009,29,204,2609,1562
El Centro,40337,177,1,36,570,9,2009,7,133,2257,1436
El Cerrito,22116,156,0,78,215,14,2009,6,72,929,611
Elk Grove,140576,608,4,152,859,11,2009,15,437,3443,2152
El Monte,122428,716,3,304,644,9,2009,14,395,2810,1407
El Segundo,16235,36,0,17,208,1,2009,4,15,719,462
Emeryville,9929,160,2,67,109,1,2009,3,88,914,718
Encinitas,60625,167,0,28,279,3,2009,15,124,1079,684
Escalon,7414,20,0,2,61,0,2009,1,17,223,142
Escondido,137432,629,4,249,779,23,2009,42,334,3880,2402
Etna,768,0,0,0,3,0,2009,0,0,6,3
Eureka,25216,148,1,59,480,22,2009,7,81,1395,750
Exeter,10054,32,0,11,120,1,2009,6,15,356,202
Fairfax,7038,17,0,2,35,6,2009,2,13,178,139
Fairfield,104478,437,6,193,779,22,2009,23,215,3246,2077
Farmersville,10214,97,0,11,59,1,2009,2,84,196,102
Ferndale,1384,0,0,0,1,0,2009,0,0,7,5
Fillmore,15206,32,0,12,51,0,2009,2,18,235,171
Firebaugh,7032,19,0,6,33,0,2009,2,11,210,152
Folsom,69728,108,2,28,272,27,2009,13,65,1504,1164
Fontana,190303,859,6,299,1060,10,2009,46,508,4391,2430
Fort Bragg,6581,50,0,1,50,3,2009,2,47,201,143
Fort Jones,646,1,0,0,5,1,2009,0,1,12,7
Fortuna,11424,58,0,6,56,3,2009,5,47,345,264
Foster City,29123,11,0,4,129,6,2009,2,5,495,333
Fountain Valley,55570,116,0,33,237,6,2009,4,79,1170,873
Fowler,5769,8,0,1,39,0,2009,1,6,145,81
Fremont,202714,490,2,217,1190,19,2009,34,237,4978,3237
Fresno,481370,2933,42,1085,4423,155,2009,86,1720,21030,13359
Fullerton,132478,526,2,189,779,16,2009,44,291,3824,2684
Galt,24554,58,2,14,186,6,2009,8,34,632,357
Gardena,58623,381,6,216,390,7,2009,11,148,1546,830
Garden Grove,165837,541,6,167,687,21,2009,34,334,3306,2145
Gilroy,50946,177,1,59,280,8,2009,4,113,1562,1097
Glendale,197384,302,3,126,635,12,2009,15,158,3755,2723
Glendora,49400,58,1,28,178,1,2009,7,22,1279,1026
Goleta,29471,51,0,10,121,5,2009,1,40,409,280
Gonzales,8637,34,0,7,48,0,2009,1,26,168,101
Grand Terrace,12266,24,1,11,61,7,2009,0,12,230,129
Grass Valley,12271,73,0,7,80,3,2009,9,57,467,360
Greenfield,15511,147,6,58,106,4,2009,3,80,360,205
Gridley,6589,80,0,2,93,1,2009,2,76,247,133
Grover Beach,13135,52,0,7,99,2,2009,3,42,344,215
Guadalupe,6708,20,0,3,18,5,2009,3,14,77,54
Gustine,5133,12,2,2,50,2,2009,0,8,167,101
Half Moon Bay,12514,19,0,2,31,2,2009,3,14,215,179
Hawaiian Gardens1,15276,79,0,35,34,3,2009,4,40,NA,146
Hawthorne,84314,700,4,354,654,12,2009,34,308,2104,1062
Hayward,142227,741,7,446,979,51,2009,29,259,4405,1974
Healdsburg,10968,16,0,2,58,0,2009,2,12,286,216
Hemet,72417,374,7,122,865,13,2009,17,228,2841,1655
Hercules,25120,49,2,15,125,2,2009,2,30,419,219
Hermosa Beach,19431,83,0,30,148,2,2009,9,44,715,524
Hesperia,88904,290,3,84,476,20,2009,23,180,1673,907
Hidden Hills,2037,2,0,0,6,0,2009,0,2,19,12
Highland,51847,260,7,87,426,14,2009,13,153,1268,572
Hillsborough,10846,2,0,2,34,0,2009,0,0,82,45
Hollister,34883,179,0,46,345,6,2009,5,128,806,378
Holtville,5392,6,0,2,55,0,2009,1,3,117,41
Hughson,6647,12,0,2,35,0,2009,0,10,113,68
Huntington Beach,192911,377,1,128,704,44,2009,30,218,4571,3571
Huntington Park,60840,546,5,381,248,12,2009,14,146,2309,1246
Huron,7764,69,0,14,44,9,2009,0,55,126,73
Imperial,14565,11,0,5,12,1,2009,0,6,81,50
Imperial Beach,26490,213,2,46,125,4,2009,9,156,555,237
Indian Wells,5323,3,0,2,58,0,2009,0,1,170,105
